make_model,body_type,price,vat,km,registration,hp,previous_owners,make,model,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,displacement,weight,drive_chain,fuel,gears,country_version,cons_combined,cons_city,cons_country,air_cond,bluetooth,age,upholstery_type,co2_emission
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Sedans,13300,Price negotiable,59897,06/2016,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1071.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,3,Cloth,92.0
Renault Clio,Station wagon,13250,VAT deductible,20500,04/2016,88.0,2,Renault,Clio,Blue,Metallic,4.0,5.0,Automatic,1197.0,1119.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,Air conditioning,On-board computer,3,Part/Full Leather,123.0
Renault Clio,Compact,13200,VAT deductible,24700,06/2018,87.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1197.0,1090.0,front,Benzin,6.0,Germany,5.0,6.0,4.0,Air conditioning,Bluetooth,1,Part/Full Leather,120.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Sedans,13200,VAT deductible,14610,10/2016,88.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1197.0,1165.0,front,Benzin,6.0,Germany,5.5,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Cloth,127.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Sedans,13280,VAT deductible,14000,07/2017,66.0,1,Renault,Clio,Grey,Metallic,4.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,2,Cloth,92.0
Renault Clio,Station wagon,12000,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Part/Full Leather,92.0
Renault Clio,Sedans,12400,VAT deductible,0,12/2017,66.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.3,6.455525606469003,4.554716981132075,Air conditioning,On-board computer,2,Cloth,85.0
Renault Clio,Station wagon,12000,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Part/Full Leather,92.0
Renault Clio,Sedans,12000,VAT deductible,10100,06/2017,66.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Sedans,12000,Price negotiable,55000,04/2016,87.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1197.0,1154.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Station wagon,12000,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Part/Full Leather,92.0
Renault Clio,Station wagon,12000,Price negotiable,37000,07/2016,66.0,1,Renault,Clio,Beige,Metallic,5.0,5.0,Automatic,1461.0,1260.0,front,Diesel,6.0,Germany,3.3,3.7,3.1,Air conditioning,On-board computer,3,Part/Full Leather,85.0
Renault Clio,Sedans,11999,VAT deductible,27840,12/2016,87.0,1,Renault,Clio,Silver,Metallic,5.0,5.0,Automatic,1197.0,1154.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Compact,11990,VAT deductible,19100,11/2016,87.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1197.0,1686.0,front,Benzin,6.0,Germany,5.4,6.170041038508629,4.26714272683179,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Sedans,11990,VAT deductible,17890,11/2016,88.0,1,Renault,Clio,Silver,Metallic,5.0,5.0,Automatic,1197.0,1165.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Compact,11950,VAT deductible,93473,09/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1128.0,front,Diesel,6.0,Netherlands,3.5,3.9,3.3,Air conditioning,CD player,3,Part/Full Leather,92.0
Renault Clio,Station wagon,11900,VAT deductible,25500,07/2016,66.0,1,Renault,Clio,Beige,Metallic,5.0,5.0,Automatic,1461.0,1180.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,3,Part/Full Leather,92.0
Renault Clio,Station wagon,11900,VAT deductible,120964,03/2016,87.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1197.0,1139.0,front,Benzin,6.0,Netherlands,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Sedans,11900,VAT deductible,29000,06/2017,87.0,1,Renault,Clio,Grey,Uni/basic,5.0,5.0,Automatic,1197.0,1165.0,front,Benzin,6.0,Germany,5.4,5.055555555555555,3.761111111111111,Air conditioning,Bluetooth,2,Part/Full Leather,120.0
Renault Clio,Sedans,11990,VAT deductible,73300,04/2016,66.0,1,Renault,Clio,White,Uni/basic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.3,5.6374270508084345,4.100973465178125,Cruise control,On-board computer,3,Part/Full Leather,85.0
Renault Clio,Sedans,11900,VAT deductible,75022,02/2017,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Germany,3.3,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,2,Part/Full Leather,85.0
Renault Clio,Sedans,11800,VAT deductible,35000,06/2016,81.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1146.0,front,Diesel,5.0,Germany,3.5,3.7,3.3,Air conditioning,Bluetooth,3,Part/Full Leather,90.0
Renault Clio,Sedans,11750,VAT deductible,23300,06/2016,87.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1197.0,1154.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Part/Full Leather,120.0
Renault Clio,Sedans,11890,VAT deductible,46000,02/2017,87.0,1,Renault,Clio,Black,Metallic,4.0,5.0,Automatic,1197.0,1165.0,front,Benzin,6.0,Germany,5.5,5.09,3.75,Air conditioning,CD player,2,Cloth,127.0
Renault Clio,Sedans,13490,VAT deductible,19296,03/2018,66.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1461.0,1071.0,front,Diesel,6.0,Spain,3.5,3.9,3.3,Air conditioning,Bluetooth,1,Part/Full Leather,105.0
Renault Clio,Compact,13495,VAT deductible,37600,11/2016,87.0,1,Renault,Clio,Silver,Metallic,5.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.3,6.8,4.5,Air conditioning,Bluetooth,3,Part/Full Leather,126.0
Renault Clio,Sedans,13470,VAT deductible,22914,02/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.3,5.6374270508084345,4.100973465178125,Air conditioning,On-board computer,3,Part/Full Leather,85.0
Renault Clio,Sedans,13490,VAT deductible,36200,04/2016,66.0,1,Renault,Clio,Silver,Metallic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,3,Part/Full Leather,92.0
Renault Clio,Sedans,13400,VAT deductible,7,05/2018,66.0,0,Renault,Clio,Grey,Uni/basic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,1,Part/Full Leather,92.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Sedans,13450,VAT deductible,12176,06/2017,87.0,1,Renault,Clio,White,Uni/basic,5.0,5.0,Automatic,1197.0,1165.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Cloth,120.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Station wagon,13400,VAT deductible,17547,11/2016,87.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1197.0,1239.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Station wagon,13445,VAT deductible,45000,03/2016,88.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1197.0,1239.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,128.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Compact,13390,VAT deductible,31356,07/2017,87.0,1,Renault,Clio,Red,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Part/Full Leather,126.0
Renault Clio,Sedans,11600,VAT deductible,20000,04/2018,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,1,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,17000,10/2016,66.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1461.0,1119.0,front,Diesel,6.0,Germany,3.3,6.15,4.25,Cruise control,Bluetooth,3,Cloth,85.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11600,Price negotiable,47000,06/2017,88.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1197.0,1164.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Cloth,120.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Sedans,12999,VAT deductible,20000,07/2016,87.0,1,Renault,Clio,Blue,Metallic,5.0,5.0,Automatic,1197.0,1154.0,front,Benzin,6.0,Belgium,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Sedans,12990,VAT deductible,24043,02/2018,87.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1197.0,1165.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,1,Cloth,120.0
Renault Clio,Sedans,12990,VAT deductible,17557,04/2018,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1717.0,front,Diesel,6.0,Germany,3.5,5.6374270508084345,4.100973465178125,Cruise control,Bluetooth,1,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Compact,12990,VAT deductible,20842,03/2018,66.0,2,Renault,Clio,White,Metallic,4.0,5.0,Automatic,1461.0,1087.0,front,Diesel,6.0,Germany,3.3,3.5,3.1,Air conditioning,Bluetooth,1,Cloth,85.0
Renault Clio,Sedans,12980,VAT deductible,19000,05/2017,66.0,1,Renault,Clio,Grey,Metallic,4.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,2,Cloth,92.0
Renault Clio,Station wagon,11500,VAT deductible,32713,06/2017,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Germany,3.4,3.3,3.5,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,12960,VAT deductible,4529,05/2017,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1180.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Station wagon,12950,VAT deductible,4529,05/2017,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1180.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,On-board computer,2,Cloth,92.0
Renault Clio,Sedans,12950,VAT deductible,29790,07/2017,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,2,Cloth,92.0
Renault Clio,Sedans,12900,Price negotiable,35000,05/2016,87.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1197.0,1154.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,3,Cloth,120.0
Renault Clio,Sedans,12900,VAT deductible,19000,03/2017,87.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1197.0,1563.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,On-board computer,2,Cloth,120.0
Renault Clio,Sedans,12900,VAT deductible,40327,12/2017,66.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1461.0,1717.0,front,Diesel,6.0,Germany,3.5,5.6374270508084345,4.100973465178125,Cruise control,Bluetooth,2,Cloth,92.0
Renault Clio,Sedans,12900,VAT deductible,21904,03/2017,87.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1197.0,1563.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,On-board computer,2,Cloth,120.0
Renault Clio,Compact,12860,VAT deductible,21788,03/2017,87.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1197.0,1090.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Cloth,120.0
Renault Clio,Sedans,10500,VAT deductible,26000,01/2018,87.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1197.0,1154.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,1,Cloth,120.0
Renault Clio,Compact,12860,VAT deductible,28916,03/2017,88.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1197.0,1090.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Cloth,120.0
Renault Clio,Sedans,12850,VAT deductible,60000,11/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Belgium,3.5,3.9,3.3,Air conditioning,Bluetooth,3,Part/Full Leather,92.0
Renault Clio,Sedans,12800,VAT deductible,34732,01/2017,66.0,1,Renault,Clio,White,Uni/basic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,2,Part/Full Leather,92.0
Renault Clio,Sedans,10000,VAT deductible,70000,07/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1500.0,1165.0,front,Diesel,6.0,Germany,3.3,4.7043478260869565,3.639130434782609,Air conditioning,Bluetooth,3,Part/Full Leather,85.0
Renault Clio,Sedans,10490,VAT deductible,50601,12/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,2.0,Automatic,1461.0,1209.0,front,Diesel,5.0,Germany,3.3,3.5,3.1,Air conditioning,Bluetooth,3,Part/Full Leather,85.0
Renault Clio,Station wagon,10000,VAT deductible,80000,03/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1119.0,front,Diesel,6.0,Germany,3.3,5.836363636363637,3.963636363636364,Cruise control,On-board computer,3,Cloth,85.0
Renault Clio,Station wagon,9990,VAT deductible,12000,06/2017,66.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1461.0,1260.0,front,Diesel,5.0,Italy,3.3,3.7,3.1,Air conditioning,Bluetooth,2,Cloth,85.0
Renault Clio,Station wagon,9999,VAT deductible,42000,08/2017,66.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1461.0,1276.0,front,Diesel,6.0,Italy,3.5,3.9,3.3,Air conditioning,Bluetooth,2,Cloth,92.0
Renault Clio,Sedans,9900,Price negotiable,51000,02/2017,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1214.0,front,Diesel,6.0,Germany,3.3,3.5,3.1,Air conditioning,Bluetooth,2,Part/Full Leather,85.0
Renault Clio,Compact,9900,VAT deductible,14230,04/2016,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1087.0,front,Diesel,6.0,Germany,3.3,6.170041038508629,4.26714272683179,Air conditioning,Bluetooth,3,Cloth,85.0
Renault Clio,Sedans,9790,VAT deductible,93968,01/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1717.0,front,Diesel,6.0,Germany,3.5,5.6374270508084345,4.100973465178125,Cruise control,Bluetooth,3,Part/Full Leather,92.0
Renault Clio,Sedans,9690,VAT deductible,91000,01/2016,66.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,3,Part/Full Leather,92.0
Renault Clio,Sedans,9500,VAT deductible,90000,05/2016,66.0,1,Renault,Clio,Grey,Metallic,5.0,5.0,Automatic,1461.0,1071.0,front,Diesel,6.0,Germany,3.7,4.3,3.3,Air conditioning,Bluetooth,3,Part/Full Leather,95.0
Renault Clio,Sedans,9500,VAT deductible,58000,10/2016,66.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1461.0,1228.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,3,Part/Full Leather,92.0
Renault Clio,Station wagon,9500,VAT deductible,93000,06/2016,66.0,2,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1461.0,1255.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,3,Cloth,92.0
Renault Clio,Sedans,8900,VAT deductible,89910,02/2017,66.0,1,Renault,Clio,Silver,Uni/basic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.5,3.9,3.3,Air conditioning,Bluetooth,2,Part/Full Leather,92.0
Renault Clio,Sedans,8699,VAT deductible,125333,07/2016,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1146.0,front,Diesel,5.0,Germany,3.3,3.5,3.1,Air conditioning,Radio,3,Part/Full Leather,85.0
Renault Clio,Sedans,8350,VAT deductible,133523,03/2016,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.3,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Part/Full Leather,85.0
Renault Clio,Sedans,8490,VAT deductible,23863,01/2016,85.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Electric,6.0,Germany,1.6,5.6374270508084345,4.100973465178125,Air conditioning,On-board computer,3,Part/Full Leather,36.0
Renault Clio,Sedans,8350,VAT deductible,133523,03/2016,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.3,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Part/Full Leather,85.0
Renault Clio,Sedans,8350,VAT deductible,133523,03/2016,66.0,1,Renault,Clio,White,Metallic,5.0,5.0,Automatic,1461.0,1165.0,front,Diesel,6.0,Germany,3.3,5.6374270508084345,4.100973465178125,Air conditioning,Bluetooth,3,Part/Full Leather,85.0
Renault Clio,Compact,11400,VAT deductible,63000,01/2016,87.0,2,Renault,Clio,Blue,Metallic,4.0,5.0,Automatic,1197.0,1087.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,Air conditioning,Bluetooth,3,Cloth,123.0
Renault Clio,Sedans,11400,VAT deductible,63000,01/2016,87.0,2,Renault,Clio,Blue,Metallic,4.0,5.0,Automatic,1197.0,1165.0,front,Benzin,6.0,Germany,5.2,6.6,4.4,Air conditioning,Bluetooth,3,Cloth,123.0
Renault Clio,Sedans,11300,Price negotiable,28000,05/2017,87.0,1,Renault,Clio,Red,Metallic,5.0,5.0,Automatic,1197.0,1154.0,front,Benzin,6.0,Germany,5.4,6.8,4.5,Air conditioning,Bluetooth,2,Cloth,120.0
Renault Clio,Other,11206,VAT deductible,67930,04/2016,66.0,1,Renault,Clio,Black,Metallic,5.0,5.0,Automatic,1461.0,1090.0,front,Diesel,6.0,Italy,3.3,6.169854664791373,4.208380018674136,Air conditioning,Bluetooth,3,Cloth,85.0
